Id
Joseph Sambrook
Lucila Ohno‐Machado
Anand Shah
Gabriel J. Escobar
Swagatam Das
Sankha Subhra Mullick
Ponnuthurai Nagaratnam Suganthan
Andrew D. Rouillard
Gregory W. Gundersen
Nicolas Fernandez
Zichen Wang
Caroline D. Monteiro
Michael G. McDermott
Avi Ma’ayan
Joanna Brooks
Serena McCluskey
Emma Turley
Nigel King
Gerhard Wäscher
Heike Haußner
Holger Schumann
T. H. Michelene
Robert Glaser
Ernest Rees
Erhard Rahm
Hai Hong
Nitin Jindal
Jie Lü
Dianshuang Wu
Mingsong Mao
Wei Wang
Guangquan Zhang
Seonwoo Min
Byunghan Lee
Sungroh Yoon
Bridget E. Weller
Natasha K. Bowen
Sarah J. Faubert
Diogo V. Carvalho
Eduardo M. Pereira
Jaime S. Cardoso
David C. Knill
Whitman Richards
Wichor M. Bramer
Dean Giustini
Gerdien B. de Jonge
Leslie Holland
Tanja Bekhuis
Iain Buchan
John Winn
Chris Bishop
Michael K. Schwartz
R WAPLES
Pierre Taberlet
Lisette P. Waits
Olivier Lazcka
F. Javier del Campo
Francesc Xavier Muñoz
Paul Zikopoulos
Chris Eaton
Davide Anguita
Alessandro Ghio
Luca Oneto
Xavier Parra
Jorge Luis Reyes-Ortiz
Leandro Nunes de Castro
Jon Timmis
David Culler
Deborah Estrin
Mani Srivastava
Weimiao Fan
Zheng Yan
Sabyasachi Dash
Sushil Kumar Shakyawar
Lokesh Sharma
Sandeep Kaushik
Rintaro Saito
Michael Smoot
Keiichiro Ono
Johannes Ruscheinski
Pengliang Wang
Samad Lotia
Gary D. Bader
Trey Ideker
Sangmin Park
Young‐Gab Kim
Weikai Yan
Nicholas A. Tinker
Lei Wang
Nanxi Wang
Wenping Zhang
Xurui Cheng
Zhibin Yan
Gang Shao
Xi Wang
Caiyun Fu
Debasis Bandyopadhyay
Jaydip Sen
Nils Urbach
Frederik Ahlemann
Geertruida A. Posthuma‐Trumpie
Jakob Korf
A. van Amerongen
Jared Katzman
Uri Shaham
Alexander Cloninger
Jonathan Bates
Tingting Jiang
Yuval Kluger
Hung-Jen Liao
Chun‐Hung Richard Lin
Ying-Chih Lin
Kuang-Yuan Tung
Mark de Reuver
Rahul C. Basole
Mengnan Liu
Shuiliang Fang
Huiyue Dong
Cunzhi Xu
Michael K. Gilson
Tiqing Liu
Michael Baitaluk
George Nicola
Linda Hwang
Jenny Chong
Shing Wan Choi
Paul F. O’Reilly
Frank C. Detterbeck
Daniel J. Boffa
Anthony W. Kim
L.T. Tanoue
Erik Meijering
Oleh Dzyubachyk
Ihor Smal
Jiun-Yin Jian
Ann M. Bisantz
Colin G. Drury
Raju Vaishya
Mohd Javaid
Ibrahim Haleem Khan
Abid Haleem
Veerle Cnudde
Matthieu Boone
Steven J. Fleck
William J. Kraemer
Foster Provost
Tom Fawcett
Tomoko Ono
Michael Schoenstein
James Buchan
Ansam Khraisat
Iqbal Gondal
Peter Vamplew
Joarder Kamruzzaman
Mark H. Ebell
Jay Siwek
Barry D. Weiss
Steven H. Woolf
Jeffrey Susman
Bernard Ewigman
Marjorie A. Bowman
Maria Rita Palattella
Mischa Döhler
Alfredo Grieco
Gianluca Rizzo
Johan Torsner
Thomas Engel
Latif Ladid
Sarah Vieweg
Amanda Hughes
Kate Starbird
Leysia Palen
Xin He
Kaiyong Zhao
Xiaowen Chu
George W. Bohrnstedt
Edgar F. Borgatta
Joaquín Hortal
Francesco de Bello
José Alexandre Felizola Diniz‐Filho
Thomas M. Lewinsohn
Jorge M. Lobo
Richard J. Ladle
Thiago F. Rangel
Luis Maurício Bini
Dechao Bu
Haitao Luo
Peipei Huo
Zhihao Wang
Shan Zhang
Zihao He
Yang Wu
Lianhe Zhao
Jingjia Liu
Jincheng Guo
Shuangsang Fang
Wanchen Cao
Lan Yi
Yi Zhao
Lei Kong
Baohua Gu
Juergen Schmitt
Zhihong. Chen
Liyuan Liang
John F. McCarthy
E. Steliarova-Foucher
Charles Stiller
Brigitte Lacour
Peter Kaatsch
Felix M. Gradstein
James G. Ogg
Mark D. Schmitz
Gabi M. Ogg
Leslie S. Greenberg
William M. Pinsof
Matthew Welsch
Scott A. Snyder
Brent R. Stockwell
Lihong Chen
Dandan Zheng
Bo Liu
Qi Jin
Siyu Zhou
Nickolaos Koroniotis
Nour Moustafa
Elena Sitnikova
Benjamin Turnbull
Markus J. Milne
Ralph W. Adler
Richard R. Lau
David P. Redlawsk
J Grant
Mr Coppock
Mr Erbert
A Massee
Sue Walters
Mr Barrett
Mr Davis
Leah J. Matheson
Paul G. Tratnyek
Hande Alemdar
Cem Ersoy
Erin Rooney Riggs
Erica Andersen
Athena M. Cherry
Sibel Kantarci
Hutton M. Kearney
Ankita Patel
Gordana Raca
Deborah Ritter
Sarah T. South
Erik C. Thorland
Daniel Pineda‐Alvarez
Swaroop Aradhya
Alastair J. Martin
Éric Gilbert
Karrie Karahalios
J. P. Shim
Merrill Warkentin
James F. Courtney
Daniel Power
Ramesh Sharda
Christer Carlsson
Nigel G. Yoccoz
James D. Nichols
Thierry Boulinier
David B. Allison
Xiangqin Cui
Mahyar Sabripour
Ralph Grishman
Beth Sundheim
Ram Nidumolu
C. K. Prahalad
M. R. Rangaswami
Carol Tenopir
Suzie Allard
Kimberly Douglass
Arsev Umur Aydınoğlu
Lei Wu
Eleanor J. Read
Maribeth Manoff
Mike Frame
Lutz Bornmann
Hans‐Dieter Daniel
Rüdiger Mutz
Seth Cooper
Firas Khatib
Adrien Treuille
J. Barbero
Jeehyung Lee
Michael Beenen
Andrew Leaver‐Fay
David Baker
Zoran Popović
Foldit Players
András Lánczky
Balázs Győrffy
Sylvia Wassertheil
Taek‐Soo Kim
Moonsu Cha
Hyunsoo Kim
Jung Kwon Lee
Jiwon Kim
Chris Burges
Léon Bottou
Max Welling
Zoubin Ghahramani
Kilian Q. Weinberger
Jonna Koivisto
Juho Hamari
Qinglin Qi
Fei Tao
Tianliang Hu
Nabil Anwer
Ang Liu
Yongli Wei
Lihui Wang
A.Y.C. Nee
Jeremy T. Kerr
Marsha Ostrovsky
Amanda N. Baraldi
Craig K. Enders
Kenneth C. Land
Leslie A. Hayduk
Michael Kohl
Sebastian Wiese
Bettina Warscheid
James D. Broffitt
Stuart A. Klugman
Harry H. Panjer
Gordon E. Willmot
Jianqing Fan
Fang Han
Han Liu
Mohiuddin Ahmed
Abdun Naser Mahmood
Jiankun Hu
Elisa Negri
Luca Fumagalli
Marco Macchi
Juliele A. Jacko
Andrew Sears
Xiu Li
Dennis Chau
Yong Hu
Yung Hou Wong
Yijun Chen
Xin Sun
Andreas Holzinger
Georg Langs
Helmut Denk
Kurt Zatloukal
Heimo Müller
David Sims
Ian Sudbery
Nicholas E. Ilott
Andreas Heger
Chris P. Ponting
Hilary Hutchinson
Wendy E. Mackay
Bo Westerlund
Benjamin B. Bederson
Allison Druin
Catherine Plaisant
Michel Beaudouin-Lafon
Stéphane Conversy
Helen Evans
Heiko Hansen
Nicolas Roussel
Björn Eiderbäck
Patricia Smith Churchland
Terrence J. Sejnowski
Jessica T. DeCuir‐Gunby
Patricia Marshall
Allison W. McCulloch
Bhaskar Prasad Rimal
Eunmi Choi
L. I. Lumb
Megan L. Head
Luke Holman
Robert Lanfear
Andrew T. Kahn
Michael D. Jennions
Sasha R. X. Dall
Luc-Alain Giraldeau
Ola Olsson
J MCNAMARA
David W. Stephens
Alexander M. Schoemann
Aaron J. Boulton
Stephen D. Short
Christopher Bronk Ramsey
Sharen Lee
Michael S. Lewis‐Beck
Alan Bryman
Tim Futing Liao
Ron J. Patton
Paul M. Frank
Robert N. Clark
Hui Ding
Goce Trajcevski
Peter Scheuermann
Xiaoyue Wang
Eamonn Keogh
Jeroen Baas
Michiel Schotten
Andrew Plume
Grégoire Côté
Reza Karimi
Olivier Cappé
Éric Moulines
Tobias Rydén
Thuy Duong Oesterreich
Frank Teuteberg
Robert J. Barro
Jong‐Wha Lee
Jessica Burgner-Kahrs
D. Caleb Rucker
Howie Choset
Clark A. Chinn
William F. Brewer
Woody Turner
Sacha Spector
Ned Gardiner
Matthew Fladeland
Eleanor J. Sterling
Marc Steininger
Vandana Singh
Alexander C. Thurman
Luis L. Martins
Lucy L. Gilson
M. Travis Maynard
Vladimir Cherkassky
Filip Mulier
Saleema Amershi
Dan Weld
Mihaela Vorvoreanu
Adam Fourney
Besmira Nushi
Penny Collisson
Jina Suh
Shamsi T. Iqbal
Paul N. Bennett
Kori Inkpen
Jaime Teevan
Ruth Kikin-Gil
Eric Horvitz
Alain Pinsonneault
Kenneth Kraemer
Janet Cade
Rachel Thompson
V. J. Burley
Daniel Warm
Joan Busner
Steven D. Targum
K. Jarrod Millman
M. Aivazis
Ferrán Adelantado
Xavier Vilajosana
Pere Tuset‐Peiró
Borja Martínez
Joan Melià‐Seguí
Thomas Watteyne
Adil Rasheed
Omer San
Trond Kvamsdal
Marisol Vega
Rafael Pardo
E. Barrado
Luis Debán
Gary Stoneburner
Alice Y. Goguen
Alexis Feringa
Katalin Csilléry
Michaël G. B. Blum
Oscar E. Gaggiotti
Olivier François
Lei Zhong
Yueshan Li
Liang Xiong
Wenjing Wang
Ming Wu
Ting Yuan
Wei Yang
Chenyu Tian
Zhuang Miao
Tianqi Wang
Shengyong Yang
D. Heck
J. Knapp
J.N. Capdevielle
G. Schatz
T. Thouw
Anna Rogers
Olga Kovaleva
Anna Rumshisky
Ekim Yurtsever
Jacob Lambert
Alexander Carballo
Kazuya Takeda
Justin Ker
Lipo Wang
Jai Prashanth Rao
C. C. Tchoyoson Lim
Tingting Chen
Sisi Zhang
Junwei Zhu
Bixia Tang
Anke Wang
Lili Dong
Zhewen Zhang
Caixia Yu
Yanling Sun
Lianjiang Chi
Huanxin Chen
Shuang Zhai
Yubin Sun
Lan Li
Xin Zhang
Jingfa Xiao
Yīmíng Bào
Yanqing Wang
Zhang Zhang
Wenming Zhao
John W. Selsky
Barbara Parker
Harsh Dweep
Norbert Gretz
Yichuan Wang
LeeAnn Kung
Terry Anthony Byrd
Martin Geissdoerfer
Doroteya Vladimirova
Steve Evans
Mallika Bariya
Hnin Yin Yin Nyein
Ali Javey
Frank T. Peters
Olaf H. Drummer
Frank Mußhoff
Ziwei Zhang
Peng Cui
Wenwu Zhu
Norman E. Breslow
N. E. Day
Zachary Stephens
Skylar Y. Lee
Faraz Faghri
Roy H. Campbell
ChengXiang Zhai
Miles Efron
Ravishankar K. Iyer
Gene E. Robinson
Biljana Risteska Stojkoska
Kire Trivodaliev
Roger Bakeman
John M. Gottman
Emil Uffelmann
Qin Qin Huang
Nchangwi Syntia Munung
Jantina de Vries
Yukinori Okada
Alicia R. Martin
Hilary C. Martin
Tuuli Lappalainen
Daniëlle Posthuma
Amrit Tiwana
Benn R. Konsynski
Ashley A. Bush
Bo Carlsson
Staffan Jacobsson
Magnus Holmén
Annika Rickne
Tharam S. Dillon
Chen Wu
Elizabeth Chang
Maja Hadzic
Pornpit Wongthongtham
L. J. Aspinall
Samuel Kotz
Normal L. Johnson
Wolfgang Karl Härdle
Léopold Simar
Lena Börjeson
Mattias Höjer
Karl-Henrik Dreborg
Tomas Ekvall
Göran Finnveden
Charles Baden‐Fuller
Mary S. Morgan
Margaret Morrison
Marcel Boumans
R. I. G. Hughes
Ursula Klein
Mauricio Suárez
Geert Reuten
Nancy Cartwright
Adrienne van den Bogaard
Stephan Hartmann
Chester A. Schriesheim
Lawrence R. James
Stanley A. Muliak
Jeanne M. Brett
Guy Shani
Asela Gunawardana
Demetrios A. Kappos
Samuel Karlin
W. J. Studden
Leman Akoglu
Hanghang Tong
Danai Koutra
Niels Provos
Peter Honeyman
Matthew A. Waller
Stanley E. Fawcett
Danyang Li
Minghua Wu
Ligeng Zhu
Colin Harrison
Barbara Eckman
Richard W Hamilton
P. Hartswick
Jayant Kalagnanam
J. Paraszczak
Parker Williams
Lee Fleming
Olav Sorenson
A. Hirsch
Yael Parag
Josep M. Guerrero
James S. Hyde
Grant R. Cramer
Kaoru Urano
Serge Delrot
Mario Pezzotti
Kazuo Shinozaki
Isaac C. Sánchez
R. H. Lacombe
Joel M. Hektner
Jennifer Schmidt
Mihály Csíkszentmihályi
Yulong Zou
Jia Zhu
Xianbin Wang
Lajos Hanzo
Amy N. Langville
Carl D. Meyer
Alessio Signorini
Alberto M. Segre
Philip M. Polgreen
Kristina Riehemann
Stefan W. Schneider
Thomas A. Luger
Biana Godin
Mauro Ferrari
Harald Fuchs
Jean‐Christophe Plantin
Paul Edwards
Christian Sandvig
G. H. Freeman
Scott E. Maxwell
Harold D. Delaney
Ricardo Macarrón
Martyn Banks
Dejan Bojanic
David Burns
Dragan A. Cirovic
Tina Garyantes
Darren V. S. Green
Robert Hertzberg
William P. Janzen
Jeff W. Paslay
Ulrich Schopfer
G. Sitta Sittampalam
Raghav Goyal
Samira Ebrahimi Kahou
Vincent Michalski
Joanna Materzyńska
Susanne Westphal
Heuna Kim
Valentin Haenel
Ingo Fruend
P.N. Yianilos
Moritz Mueller-Freitag
Florian Hoppe
Christian Thurau
Ingo Bax
Roland Memisevic
Zhenyuan Wang
George J. Klir
Brian Steensland
Lynn Robinson
W. Bradford Wilcox
Jerry Z. Park
Mark Regnerus
Robert D. Woodberry
Olakunle Elijah
Tharek Abdul Rahman
Igbafe Orikumhi
Chee Yen Leow
M.H.D. Nour Hindia
Shanhe Yi
Qun Li
David Mimno
Hanna Wallach
Edmund M. Talley
Miriam Leenders
Andrew McCallum
Sunil Erevelles
Nobuyuki Fukawa
Linda E.Swayne
Brian Uzzi
Satyam Mukherjee
Michael J. Stringer
Benjamin F. Jones
Kevin W. Boyack
Richard Klavans
Mario Biagioli
Peter Galison
David F. Ollis
Ezio Pelizzetti
Nick Serpone
Ryan S. Baker
Kalina Yacef
Kristine Bohmann
Alice Evans
M. Thomas P. Gilbert
Gary R. Carvalho
Simon Creer
Michael Knapp
Douglas W. Yu
Mark de Bruyn
Ioannis Kavakiotis
O. Tsave
Athanasios Salifoglou
Nicos Maglaveras
Ioannis Vlahavas
Ioanna Chouvarda
François Pompanon
Bruce E. Deagle
William O. C. Symondson
David S. Brown
Simon Jarman
Efthymios Kouloumpis
Theresa Wilson
Johanna D. Moore
Neil J. Salkind
Samuel B. Green
Eelco Ruijter
Rachel Scheffelaar
Romano V. A. Orrù
Rafael C. González
Richard E. Woods
Barry R. Masters
Eugene Agichtein
Carlos Castillo
Debora Donato
Aristides Gionis
Gilad Mishne
Ewa Deelman
Gurmeet Singh
Mei-Hui Su
James M. Blythe
Yolanda Gil
Gaurang Mehta
Karan Vahi
G. Bruce Berriman
John Good
A. C. Laity
Joseph C. Jacob
Daniel S. Katz
Kumar Ravi
Vadlamani Ravi
Wyeth W. Wasserman
Albin Sandelin
Dirk Brockmann
Dirk Helbing
Howard D. White
Katherine W. McCain
Belver C. Griffith
Charles L. Rice
R. Whitehead
Frédéric Gervais
Benoît Fraikin
Mark Barratt
Thomas Y. Choi
Mei Li
Gonzalo Gabriel Méndez
Katherine Chiluiza
Karen E. A. Burns
Mark Duffett
Michelle E. Kho
M Meade
Neill K. J. Adhikari
T Sinuff
Deborah J. Cook
Ali Shiravi
Hadi Shiravi
Mahbod Tavallaee
Ali A. Ghorbani
Alfonso Fuggetta
Gian Pietro Picco
Giovanni Vigna
Tim Stuart
Rahul Satija
Peter E. Rossi
Greg M. Allenby
Sebastian Funk
Marcel Salathé
Vincent A. A. Jansen
Jin Teng
Anthony J. Jakeman
Jai Vaze
Barry Croke
D. Dutta
S. Kim
Rebecca Letcher
J.P. Norton
Ralph Kimball
Margy Ross
A. Cochocki
R. Unbehauen
Sidney Katz
C. Amechi Akpom
Lihong V. Wang
Hsin‐I Wu
Samira Pouyanfar
Saad Sadiq
Yilin Yan
Haiman Tian
Yudong Tao
Maria Presa Reyes
Mei‐Ling Shyu
Shu‐Ching Chen
S. S. Iyengar
Şeref Sağıroğlu
Duygu Sinanç Terzi
Wayne Xin Zhao
Kun Zhou
Junyi Li
Tianyi Tang
Xiaolei Wang
Yupeng Hou
Yingqian Min
Beichen Zhang
Junjie Zhang
Zican Dong
Yifan Du
Yang Chen
Yushuo Chen
Zhipeng Chen
Jinhao Jiang
Ruiyang Ren
Yifan Li
Xinyu Tang
Zikang Liu
Peiyu Liu
Jian‐Yun Nie
Ji-Rong Wen
Jing Jiang
Jianshu Weng
Jing He
Ee‐Peng Lim
Hongfei Yan
Xiaoming Li
Anthony C. Atkinson
A N Donev
R D Tobias
Matej Črepinšek
Shih-Hsi Liu
Marjan Mernik
Coady Wing
Kosali Simon
Ricardo A. Bello-Gómez
Martina K. Linnenluecke
Mauricio Marrone
Abhay K. Singh
Marie Csete
John C. Doyle
Carl May
Frances S Mair
Tracy Finch
Anne MacFarlane
Christopher Dowrick
Shaun Treweek
Tim Rapley
Luciana Ballini
Bie Nio Ong
Anne Rogers
Elizabeth Murray
Glyn Elwyn
France Légaré
Jane Gunn
Víctor M. Montori
Nikhil Bhalla
Pawan Jolly
Nello Formisano
Pedro Estrela
Halina Rubinsztein‐Dunlop
Andrew Forbes
Michael Berry
Mark R. Dennis
Davıd L. Andrews
Masud Mansuripur
Cornelia Denz
Christina Alpmann
Peter Banzer
Thomas Bauer
Ebrahim Karimi
Lorenzo Marrucci
Miles J. Padgett
Monika Ritsch‐Marte
Natalia M. Litchinitser
N. P. Bigelow
Carmelo Rosales‐Guzmán
Antonella Belmonte
Juan P. Torres
Tyler W. Neely
Mark Baker
Reuven Gordon
Alexander B. Stilgoe
Jacquiline Romero
A. G. White
Robert Fickler
Alan E. Willner
Guodong Xie
Benjamin McMorran
Andrew M. Weiner
E. Barath
B. A. Rosner
John Brewer
Albert Hunter
Sebastian Schneeweiß
Jerry Avorn
Abraham Wandersman
Jennifer Duffy
Paul Flaspohler
Rita K. Noonan
Keri M. Lubell
Lindsey Stillman
Morris J. Blachman
Richard Dunville
Janet Saul
Elizabeth A. Mannix
Margaret A. Neale
Tsung-Ting Kuo
Hyeoneui Kim
Abiodun M. Ikotun
Absalom E. Ezugwu
Laith Abualigah
Belal Abuhaija
Heming Jia
Walid Belassi
Oya Iemeli Tukel
Ping‐Chang Yang
Tahrin Mahmood
James R. Bennett
Stan Lanning
Abhishek Verma
Luis Pedrosa
Madhukar Korupolu
David Oppenheimer
Eric Tune
John Wilkes
Walter D. Mignolo
Catherine Walsh
Folasade Olubusola Isinkaye
Yetunde Folajimi
Bolanle Adefowoke Ojokoh
Xuewen Chen
Xiaotong Lin
Stephen Harris
Warren Cresswell
Peter Forde
W. J. Trewhella
Tom Woollard
Stephanie Wray
Rodrigo Román
Javier López
Masahiro Mambo
Hugh Coolican
Wayne Delport
Art F. Y. Poon
Simon D. W. Frost
Sergei L. Kosakovsky Pond
David Bawden
Lyn Robinson
Kevin B. Johnson
Wei‐Qi Wei
Dilhan Weeraratne
Mark E. Frisse
Karl E. Misulis
Kyu Rhee
Juan Zhao
Jane Snowdon
Pierre Pluye
Quan Nha Hong
Holger Wache
Thomas Vögele
Ubbo Visser
Heiner Stuckenschmidt
Gerhard Schuster
Hans‐Martin Neumann
Sebastian Hübner
Cameron Alexander
Håkan S. Andersson
L. Andersson
Richard J. Ansell
Nicole Kirsch
Ian A. Nicholls
John O’Mahony
Michael J. Whitcombe
Mats Alvesson
Dan Kärreman
Zhongsheng Hou
Zhuo Wang
Nicole M. Deterding
Mary C. Waters
Jochen Markard
Bernhard Truffer
Carlos Alberto Gomez-Uribe
Neil T. Hunt
Telmo Menezes
Camille Roth
Carson Sievert
Kenneth E. Shirley
J. A. Nelder
Franklin A. Graybill
Cynthia L. Corritore
Beverly Kracher
Susan Wiedenbeck
de Assis Santos e Silva Francisco
Alberto Vieira de Azevedo Carlos
Kee Yuan Ngiam
Ing Wei Khor
Tyler S. Mathis
Narendra Kurra
Xuehang Wang
David Pinto
Patrice Simon
Yury Gogotsi
Lutz Tischendorf
Lenore Fahrig
Peta Darke
Graeme Shanks
Marianne Broadbent
Joel Igba
Kazem Alemzadeh
Ike Anyanwu-Ebo
Paul Gibbons
John Friis
Craig Larman
Victor R. Basili
David M. Weiss
Marion Poetz
Martin Schreier
Julia H. Littell
Jacqueline Corcoran
Vijayan K. Pillai
June‐Goo Lee
Sanghoon Jun
Young-Won Cho
Hyunna Lee
Guk Bae Kim
Joon Beom Seo
Namkug Kim
Jiasi Chen
Xukan Ran
D. Gordon E. Robertson
Graham E. Caldwell
Joseph Hamill
Gary Kamen
Saunders N. Whittlesey
Ehud Shapiro
Tamir Biezuner
Sten Linnarsson
David Cutler
Adriana Lleras‐Muney
Carlo Batini
Cinzia Cappiello
Chiara Francalanci
Andrea Maurino
Jay F. Nunamaker
Minder Chen
Titus D. M. Purdin
Priscilla E. M. Purnick
Ron Weiss
Ernesto Andrianantoandro
Subhayu Basu
David Karig
Sanjeeb Kumar Sahoo
Vinod Labhasetwar
James R. Cole
Benli Chai
Ryan J. Farris
Qi Wang
A. S. Kulam-Syed-Mohideen
Donna M. McGarrell
A. M. Bandela
Erick Cardenas
James M. Tiedje
Yongjun Xu
Xin Liu
Xin Cao
Changping Huang
Enke Liu
Sen Qian
Xingchen Liu
Yanjun Wu
Fengliang Dong
Cheng‐Wei Qiu
Junjun Qiu
Keqin Hua
Wentao Su
Jian Wu
Huiyu Xu
Yong Han
Chenguang Fu
Zhigang Yin
Miao Liu
Ronald Roepman
Sabine Dietmann
Marko Virta
Fredrick Orori Kengara
Ze Zhang
Lifu Zhang
Taolan Zhao
Ji Dai
Jialiang Yang
Liang Lan
Ming Luo
Liu Zhao-feng
Tao An
Bin Zhang
Xiao He
Shan Cong
Xiaohong Liu
James P. Lewis
Zhulin An
Libo Zhang
Tao Huang
Chuan Lü
Zhipeng Cai
Wang Fang
Jiabao Zhang
Peter Stone
Debleena Paul
Gaurav Sanap
Snehal Shenoy
Dnyaneshwar Kalyane
Kiran Kalia
Rakesh Kumar Tekade
Carlos P. Zalaquett
Richard James Wood
Lars Bo Jeppesen
Karim R. Lakhani
Christian M. Lastoskie
Keith E. Gubbins
N. Quirke
Catherine Marina Pickering
Jason Byrne
Rachel B. Getman
Youn‐Sang Bae
Christopher E. Wilmer
Randall Q. Snurr
Edward Segel
Jeffrey Heer
Yogesh Simmhan
Beth Plale
Dennis Gannon
Linyuan Lü
Duanbing Chen
Xiao-Long Ren
Qian-Ming Zhang
Yi‐Cheng Zhang
Tao Zhou
Manjul Gupta
Joey F. George
Adam Bohr
Kaveh Memarzadeh
Gökçe Akçayır
Murat Akçayır
Nils Koch‐Henriksen
Per Soelberg Sørensen
Joseph Bonneau
Andrew Miller
Jeremy Clark
Arvind Narayanan
Joshua A. Kroll
Edward W. Felten
Sylvie Lambert
Carmen G. Loiselle
Jan vom Brocke
Alexander Simons
Björn Niehaves
Kai Reimer
Ralf Plattfaut
Anne Cleven
David Benavides
Sergio Segura
Antonio Ruiz‐Cortés
Claudia Loebbecke
Arnold Picot
Richard Hull
Roger King
Asunción Gómez‐Pérez
Mariano Fernández‐López
Óscar Corcho
David Stephens
Viki Allan
Hyunsook Do
Sebastian Elbaum
Gregg Rothermel
John H. Gennari
Mark A. Musen
Ray W. Fergerson
William Grosso
Monica Crubézy
Henrik Eriksson
Natalya F. Noy
Samson W. Tu
Vithala R. Rao
Carolyn Feher Waltz
Ora L. Strickland
Elizabeth R. Lenz
John Wieczorek
David Bloom
Stan Blum
Markus Döring
Renato De Giovanni
Tim Robertson
Dave Vieglais
Rebecca Armstrong
Belinda J. Hall
Jodie Doyle
Elizabeth Waters
Shuai Zhang
Lina Yao
Aixin Sun
Yi Tay
Carmen Elena Condrat
Dana Claudia Thompson
Mădălina Gabriela Barbu
Oana Larisa Bugnar
Andreea Elena Boboc
Dragoș Crețoiu
Nicolae Suciu
Sanda Maria Creţoiu
Silviu Cristian Voinea
Tinne Tuytelaars
Krystian Mikolajczyk
William S. Bush
Jason H. Moore
Richard C. Alkire
H. Gerischer
Dieter M. Kolb
Charles W. Tobias
Ferric C. Fang
R. Grant Steen
Arturo Casadevall
Nira Liberman
Yaacov Trope
Flavio Bonomi
Rodolfo Milito
Preethi Natarajan
Jiang Zhu
Qian-Yi Zhou
Jaesik Park
Vladlen Koltun
Bernd W. Wirtz
Adriano Pistoia
Sebastian Ullrich
Vincent Göttel
Penelope Hawe
Alan Shiell
Therese Riley
Stephen Robertson
Hugo Zaragoza
David H. Olson
G. T. Kokotailo
Stephen L. Lawton
W.M. Meier
Thomas Strang
Claudia Linnhoff–Popien
Stefan Seuring
Stefan Gold
Frederick J. Gravetter
Larry B. Wallnau
Dietmar Jannach
Markus Zanker
Alexander Felfernig
Gerhard Friedrich
Cynthia C. Gilmour
E. A. Henry
Ralph Mitchell
Philip J. Seddon
Doug P. Armstrong
Richard F. Maloney
P. J. Seddon
Shanzhi Chen
Hui Xu
Dake Liu
Bo Hu
Hucheng Wang
Alexandra C. Schrimpe‐Rutledge
Simona G. Codreanu
Stacy D. Sherrod
John A. McLean
Julian R. Marchesi
Ernest C. Borden
Ganes C. Sen
Gilles Uzé
Robert H. Silverman
Richard M. Ransohoff
Graham R. Foster
George R. Stark
Justin Salamon
Christopher Jacoby
Juan Pablo Bello
Liqiang Geng
Howard J. Hamilton
Micah Allen
Davide Poggiali
Kirstie Whitaker
Tom R. Marshall
Jordy van Langen
Yuezun Li
Xin Yang
Pu Sun
Honggang Qi
Siwei Lyu
Christopher Daly
W. P. GIBSON
G. H. Taylor
GL Johnson
Phillip A. Pasteris
Lance A. Waller
Carol A. Gotway
Rob Gray
Reza Kouhy
Simon Lavers
Imran Razzak
Saeeda Naz
Ahmad Zaib
Qingchen Zhang
Laurence T. Yang
Zhikui Chen
Peng Li
Indhupriya Subramanian
Srikant Verma
Shiva Kumar
Abhay Jere
Krishanpal Anamika
Cláudio Bettini
Oliver Brdiczka
Karen Henricksen
Jadwiga Indulska
Daniela Nicklas
Anand Ranganathan
Daniele Riboni
Yu Xie
Hang Bai
Weihong Li
Yuan Gao
Stefan Howorka
Zuzanna S. Siwy
Karen Colorafi
Bronwynne C. Evans
Katarina Roos
Chuanjie Wu
Wolfgang Damm
Mark Reboul
James Stevenson
Chao Lü
Markus K. Dahlgren
Sayan Mondal
Lingle Wang
Robert Abel
Richard A. Friesner
Edward Harder
Pavel Shvaiko
Jérôme Euzenat
Calum A. MacRae
Randall T. Peterson
Georges St. Laurent
Claes Wahlestedt
Philipp Kapranov
A. Parasuraman
Charles L. Colby
Qiyi Tang
Chuan‐Xi Zhang
Liangjie Hong
Brian D. Davison
Joanna Smith
Jill Firth
Maria Tengö
Eduardo S. Brondízio
Thomas Elmqvist
Pernilla Malmer
Marja Spierenburg
P Burnard
Paul Gill
Kate Stewart
Elizabeth Treasure
Barbara Chadwick
Andrew Kachites McCallum
Kamal Nigam
Jason D. M. Rennie
Kristie Seymore
Herbert W. Seliger
Elana Shohamy
D. Randy Garrison
Terry Anderson
Walter Archer
Junwen Zhu
Weishu Liu
Yannick Roy
Hubert Banville
Isabela Albuquerque
Alexandre Gramfort
Tiago H. Falk
Jocelyn Faubert
Ann Taket
Peter Checkland
Sue Holwell
Leroy Hood
James R. Heath
Michael E. Phelps
Biaoyang Lin
Otthein Herzog
Hans‐Jörg Schek
Norbert Fuhr
Abdur Chowdhury
Wilfried Teiken
Gangolf Jobb
Arndt von Haeseler
Korbinian Strimmer
Bonnie Kaplan
Dennis Duchon
Erick Moen
Dylan Bannon
Takamasa Kudo
William D. Graf
Markus W. Covert
David Van Valen
Manos Antonakakis
Tim April
Michael Bailey
Matthew Bernhard
Elie Bursztein
Jaime Cochran
Zakir Durumeric
J. Alex Halderman
Luca Invernizzi
Michalis Kallitsis
Deepak Kumar
Chaz Lever
Zane Ma
