Work_ID,Title,Year,Cited_by,Authors,Author_IDs,Concepts
W2791544114,The science of fake news,2018,3299,David Lazer; Matthew Baum; Yochai Roberts Benkler; Adam J. Berinsky; Kelly M. Greenhill; Filippo Menczer; Miriam J. Metzger; Brendan Nyhan; Gordon Pennycook; David Rothschild; Michael Schudson; Steven A. Sloman; Cass R. Sunstein; Emily Thorson; Duncan J. Watts; Jonathan Zittrain,A5013670125; A5068414530; A5081429931; A5054913386; A5063821409; A5021346979; A5048806623; A5010924288; A5020533147; A5054707908; A5077227037; A5088891017; A5052372722; A5024312485; A5000679279; A5001819261,Fake news; Multidisciplinary approach; Internet privacy
W2040884411,Selection of relevant features and examples in machine learning,1997,3295,Avrim Blum; Pat Langley,A5024803432; A5081275482,Computer science; Machine learning; Artificial intelligence
W2751199251,Fundamentals of Database Systems,1989,3293,Ramez Elmasri; Shamkant B. Navathe,A5110444284; A5027462416,Computer science; Database; Database design
W3168997536,"A Survey of Convolutional Neural Networks: Analysis, Applications, and Prospects",2021,3285,Zewen Li; Fan Liu; Wenjie Yang; Shouheng Peng; Jun Zhou,A5101408584; A5100371024; A5101736643; A5042472647; A5100781212,Convolutional neural network; Computer science; Data science
W4253820701,Model Selection and Inference,1998,3285,Kenneth P. Burnham; David R. Anderson,A5109108037; A5104046751,Inference; Selection (genetic algorithm); Data science
W2147637673,The human microbiome: at the interface of health and disease,2012,3284,Ilseung Cho; Martin J. Blaser,A5085796184; A5033749053,Microbiome; Metagenomics; Biology
W205310263,Integrative review: what is it? How to do it?,2010,3275,Marcela Tavares de Souza; Michelly Dias da Silva; Rachel de Carvalho,A5014475362; A5018170179; A5079348906,Presentation (obstetrics); Resource (disambiguation); Process (computing)
W1531541149,Geometric morphometrics for biologists: a primer,2004,3270,Miriam Leah Zelditch; Donald L. Swiderski; H. David Sheets; William L. Fink,A5076954228; A5039587964; A5111371287; A5071191876,Morphometrics; Variety (cybernetics); Computer science
W1908991493,<b>mediation</b>:<i>R</i>Package for Causal Mediation Analysis,2014,3267,Dustin Tingley; Teppei Yamamoto; K. Hirose; Luke Keele; Kosuke Imai,A5002798141; A5027392119; A5031995899; A5000727957; A5015451961,Mediation; Computer science; Causal analysis
W2043701535,XSEDE: Accelerating Scientific Discovery,2014,3261,John Towns; T.M. Cockerill; Maytal Dahan; Ian Foster; Kelly Gaither; Andrew Grimshaw; Victor Hazlewood; Scott Lathrop; Dave Lifka; Gregory D. Peterson; Ralph Roskies; James R. Scott; Nancy Wilkins‐Diehr,A5054185114; A5004379411; A5025068350; A5032231503; A5007123290; A5111961414; A5010288802; A5073101607; A5113485909; A5042818169; A5055766373; A5102774551; A5072093566,Computer science; Suite; Cyberinfrastructure
W2061564920,Functional and Effective Connectivity: A Review,2011,3259,Karl Friston,A5086852785,Connectomics; Neuroimaging; Functional connectivity
W4249468678,ggplot2,2011,3256,Hadley Wickham,A5016175339,Graphics; Statistical graphics; Computer science
W2192816303,Qualitative Research: Consensus methods for medical and health services research,1995,3252,Jeremy Jones; Duncan Hunter,A5103141928; A5111430323,Delphi method; Process (computing); Computer science
W3112600195,The Gene Ontology resource: enriching a GOld mine,2020,3251,Seth Carbon; Eric Douglass; Benjamin M. Good; Deepak Unni; Nomi L. Harris; Chris Mungall; Siddartha Basu; Rex L. Chisholm; Robert J. Dodson; Eric C Hartline; Petra Fey; Paul D. Thomas; Laurent‐Philippe Albou; Dustin Ebert; Michael J Kesling; Huaiyu Mi; Anushya Muruganujan; Xiaosong Huang; Tremayne Mushayahama; Sandra LaBonte; Deborah A. Siegele; Giulia Antonazzo; Helen Attrill; Nicholas H. Brown; Phani Garapati; Steven J Marygold; Vítor Trovisco; Gil dos Santos; Kathleen Falls; Christopher J Tabone; Pinglei Zhou; Joshua L. Goodman; Victor Strelets; Jim Thurmond; Penelope Garmiri; Rizwan Ishtiaq; M. Rodríguez-López; Márcio Luís Acencio; Martin Kuiper; Astrid Lægreid; Colin Logie; Ruth C. Lovering; Barbara Kramarz; Shirin C C Saverimuttu; Sandra De Miranda Pinheiro; Heather Gunn; Renzhi Su; Kate E. Thurlow; Marcus C. Chibucos; Michelle Giglio; Suvarna Nadendla; James B. Munro; Rebecca Jackson; Margaret Duesbury; Noemí del‐Toro; Birgit Meldal; Kalpana Paneerselvam; Livia Perfetto; Pablo Porras; Sandra Orchard; Anjali Shrivastava; Hsin-Yu Chang; ROBERT FINN; Alex Mitchell; Neil D. Rawlings; Lorna Richardson; Amaia Sangrador‐Vegas; Judith A. Blake; Karen Christie; M. Eileen Dolan; Harold Drabkin; David P. Hill; Li Ni; Dmitry Sitnikov; Midori A. Harris; Stephen G. Oliver; Kim Rutherford; Valerie Wood; Jaqueline Hayles; Jürg Bähler; Elizabeth R. Bolton; Jeffery L De Pons; Melinda R. Dwinell; G. Thomas Hayman; Mary L. Kaldunski; Anne E. Kwitek; Stanley J. F. Laulederkind; Cody Plasterer; Marek Tutaj; Mahima Vedi; Shur‐Jen Wang; Peter D’Eustachio; Lisa Matthews; James P. Balhoff; Suzi Aleksander; Michael J. Alexander; J. Michael Cherry; Stacia R. Engel; Felix Gondwe; Kalpana Karra,A5089928926; A5009398196; A5087499135; A5065736299; A5031007073; A5002223413; A5113926449; A5028281239; A5091135427; A5013216406; A5038484827; A5016853551; A5035935377; A5060371105; A5059606429; A5060575386; A5005316199; A5016317528; A5020250178; A5016671030; A5008023525; A5029311602; A5017396992; A5084203406; A5009971792; A5005252212; A5036494390; A5088757399; A5054268478; A5078040818; A5035373910; A5019015579; A5035558832; A5081959097; A5034785056; A5047798389; A5030571533; A5057772947; A5077915624; A5084054353; A5059941956; A5007344080; A5088055417; A5017186263; A5072672042; A5101097787; A5000459942; A5023639313; A5073336838; A5043784429; A5004988948; A5039491087; A5072483501; A5075780647; A5069353821; A5060701006; A5108731966; A5050128493; A5051653715; A5026050023; A5004722174; A5038110477; A5104045098; A5083616654; A5051168121; A5114376389; A5082398895; A5016349593; A5028991602; A5051955100; A5006288716; A5029292423; A5112397078; A5090651928; A5024953209; A5075883279; A5034311504; A5053534930; A5108274890; A5039431331; A5021186786; A5110730529; A5089133523; A5021887904; A5001744349; A5080101531; A5037400577; A5088142794; A5079175294; A5018744053; A5059427869; A5074201106; A5003520248; A5021056529; A5076844496; A5061653080; A5058567429; A5036217383; A5060392243; A5085177348,Annotation; Traceability; Documentation
W2023822819,Defining ‘Evolutionarily Significant Units’ for conservation,1994,3248,Craig Moritz,A5073128973,Grid; Computer science; Flexibility (engineering)
W2337323496,DPABI: Data Processing &amp; Analysis for (Resting-State) Brain Imaging,2016,3247,Chao‐Gan Yan; Xindi Wang; Xi‐Nian Zuo; Yu‐Feng Zang,A5009344051; A5100781424; A5032668331; A5019506326,Neuroimaging; Computer science; Toolbox
W2146693559,The Human Connectome: A Structural Description of the Human Brain,2005,3234,Olaf Sporns; Giulio Tononi; Rolf Kötter,A5002202464; A5001381023; A5111593893,Connectome; Human brain; Connection (principal bundle)
W4294553991,Causal Diagrams for Epidemiologic Research,1999,3229,Sander Greenland; Judea Pearl; James M. Robins,A5005273634; A5108208924; A5079863455,Confounding; Causal model; Computer science
W3037853801,Quantum computers,2010,3216,Thaddeus D. Ladd; Fedor Jelezko; Raymond Laflamme; Yasunobu Nakamura; C. Monroe; Jeremy L. O’Brien,A5018885489; A5021567937; A5078255491; A5021940005; A5005759724; A5037335973,Quantum computer; Computer science; Quantum
W2164314939,"Clarifying Business Models: Origins, Present, and Future of the Concept",2005,3215,Alexander Osterwalder; Yves Pigneur; Christopher L. Tucci,A5077021781; A5028341521; A5044607993,Terminology; Computer science; Ontology
W4388319941,Analysis of Longitudinal Data,2002,3207,Peter J. Diggle; Patrick J. Heagerty; Kung‐Yee Liang; Scott L. Zeger,A5057868790; A5048846220; A5113580399; A5000968299,Computer science; Longitudinal data; Exploratory data analysis
W1987614881,"Qualitative Data Analysis for Health Services Research: Developing Taxonomy, Themes, and Theory",2007,3203,Elizabeth H. Bradley; Leslie Curry; Kelly J. Devers,A5042034521; A5005547439; A5110193354,Qualitative research; Computer science; Taxonomy (biology)
W2118217749,"JPEG2000: Image Compression Fundamentals, Standards and Practice",2002,3193,David Taubman,A5056716947,Imaging science; Computer science; Image compression
W2570760970,A manifesto for reproducible science,2017,3193,Marcus R. Munafò; Brian A. Nosek; Dorothy Bishop; Katherine S. Button; Chris Chambers; Nathalie Percie du Sert; Uri Simonsohn; Eric‐Jan Wagenmakers; Jennifer J. Ware; John P. A. Ioannidis,A5006758334; A5081641856; A5010940647; A5057405954; A5036201193; A5026693514; A5087150383; A5063079579; A5009078367; A5070446713,Credibility; Transparency (behavior); Manifesto
W3103589660,The structure and dynamics of multilayer networks,2014,3173,Stefano Boccaletti; Ginestra Bianconi; Regino Criado; Charo I. del Genio; Jesús Gómez‐Gardeñes; Miguel Romance; I. Sendiña–Nadal; Z. Wang; Massimiliano Zanin,A5083819212; A5022368086; A5039528370; A5045388427; A5084972098; A5048911705; A5006373210; A5001521372; A5031146559,Variety (cybernetics); Cover (algebra); Context (archaeology)
W4245668478,Biological Sequence Analysis,1998,3168,Richard Durbin; Sean R. Eddy; Anders Krogh; Graeme Mitchison,A5082040351; A5020118397; A5083542637; A5076702701,Probabilistic logic; Computer science; Hidden Markov model
W2095619460,IARC Monographs on the Evaluation of the Carcinogenic Risk of Chemicals to Humans,1980,3165,R. L. Carter,A5026347867,Carcinogen; Medicine; Bioinformatics
W2159397589,Computational Social Science,2009,3165,David Lazer; Alex Pentland; Lada A. Adamic; Sinan Aral; Albert‐László Barabási; Devon D. Brewer; Nicholas A. Christakis; Noshir Contractor; James H. Fowler; Myron P. Gutmann; Tony Jebara; Gary King; Michael W. Macy; Deb Roy; Marshall Van Alstyne,A5108542568; A5007176508; A5047847314; A5017393131; A5038976962; A5062349673; A5010495671; A5075283583; A5082330712; A5031380881; A5068077704; A5087421071; A5017534073; A5004281470; A5086112254,Data science; Computer science
W2622826443,Deep Convolutional Neural Networks for Image Classification: A Comprehensive Review,2017,3157,Waseem Rawat; Zenghui Wang,A5049311205; A5100614110,Convolutional neural network; The Renaissance; Deep learning
W2021930613,Case Selection Techniques in Case Study Research,2008,3155,Jason Seawright; John Gerring,A5037617317; A5082717327,Selection (genetic algorithm); Case selection; Computer science
W2773787581,From core referencing to data re-use: two French national initiatives to reinforce paleodata stewardship (National Cyber Core Repository and LTER France Retro-Observatory),2017,3150,Fabien Arnaud; Cécile Pignol; Pierre Stéphan; Anne‐Lise Develle; Philippe Sabatier; Olivier Evrard; Brice Mourier; Maxime Debret; Cécile Grobois; Laurent Millet; Damien Rius; Dominique Marguerie; Mathias Rouan; Elodie Godinho; Bruno Galabertier; Arnaud Caillo,A5039879273; A5061845792; A5062991688; A5062701326; A5113800420; A5082214255; A5018015098; A5016427432; A5053080434; A5026601956; A5084254801; A5012961923; A5013130886; A5103784607; A5032808647; A5108152988,Coring; Metadata; Stewardship (theology)
W4211186029,Sentiment Analysis and Opinion Mining,2012,3139,Bing Liu,A5100339927,Sentiment analysis; Computer science; Data science
W3123895079,Conducting behavioral research on Amazon’s Mechanical Turk,2011,3135,Winter Mason; Siddharth Suri,A5078651528; A5051257652,Task (project management); Computer science; Variety (cybernetics)
W2149259182,"Sensor networks: Evolution, opportunities, and challenges",2003,3134,Chee-Yee Chong; Sanjeev Kumar,A5103568536; A5044830269,Wireless sensor network; Computer science; Computer network
W1602376808,The Cambridge Handbook of Expertise and Expert Performance,2006,3124,K. Anders Ericsson; Neil Charness; Paul J. Feltovich; Robert R. Hoffman,A5033303691; A5002594323; A5004105564; A5103000195,Domain knowledge; Creativity; Knowledge management
W2026942921,"Smart Cities: Definitions, Dimensions, Performance, and Initiatives",2015,3122,Vito Albino; Umberto Berardi; Rosa Maria Dangelico,A5032205015; A5001589923; A5069633503,Smart city; Context (archaeology); Meaning (existential)
W2028067695,Analysis of serial measurements in medical research.,1990,3121,J. N. S. Matthews; D G Altman; Michael J. Campbell; Patrick Royston,A5110216426; A5110891338; A5015440553; A5090853680,Simple (philosophy); Raw data; Computer science
W2950985821,mixOmics: An R package for ‘omics feature selection and multiple data integration,2017,3116,Florian Rohart; Benoît Gautier; Amrit Singh; Kim‐Anh Lê Cao,A5031598048; A5053806374; A5059355777; A5091163780,Univariate; Omics; Computer science
W1552847225,"DBpedia – A large-scale, multilingual knowledge base extracted from Wikipedia",2015,3108,Jens Lehmann; Robert Isele; Max Jakob; Anja Jentzsch; Dimitris Kontokostas; Pablo N. Mendes; Sebastian Hellmann; Mohamed Morsey; Patrick van Kleef; Sören Auer; Christian Bizer,A5067133778; A5033765447; A5009956728; A5075013363; A5070186420; A5012347190; A5102019010; A5102425079; A5035961675; A5071765665; A5076876024,Computer science; Scale (ratio); Knowledge base
W2154157809,Designing materials for biology and medicine,2004,3108,Róbert Langer; David A. Tirrell,A5042597057; A5003502962,Nanotechnology; Biological materials; Drug delivery
W2115022330,Measurement and analysis of online social networks,2007,3103,Alan Mislove; Massimiliano Marcon; Krishna P. Gummadi; Peter Druschel; Bobby Bhattacharjee,A5083710366; A5025010397; A5067688305; A5035918501; A5019096316,Popularity; Computer science; Online participation
W1970786657,Information consensus in multivehicle cooperative control,2007,3101,Wei Ren; Randal W. Beard; Ella Atkins,A5105529236; A5077106540; A5000130413,Network topology; Computer science; Control (management)
W2952045272,Nextstrain: real-time tracking of pathogen evolution,2018,3101,James Hadfield; Colin Megill; Sidney M. Bell; John Huddleston; Barney Potter; Charlton Callender; Pavel Sagulenko; Trevor Bedford; Richard A. Neher,A5001836904; A5048962655; A5053799812; A5067176243; A5065183765; A5048981917; A5075205210; A5025387674; A5037559147,Viral phylodynamics; Visualization; Python (programming language)
W2118942683,Principles of Numerical Taxonomy,2013,3094,Robert R. Sokal; P. H. A. Sneath,A5034798175; A5110427763,Diversity (politics); Taxonomy (biology); Cognition
W1516964807,Decision analysis and behavioral research,1986,3088,Detlof von Winterfeldt; Ward Edwards,A5059778658; A5067006386,Presentation (obstetrics); Judgement; Decision analysis
W4292003697,Journal of Universal Computer Science,1994,3087,Cristian S. Calude; Hermann Maurer; Arto Salomaa,A5079186295; A5026864542; A5113495698,Computer science; Data science; Engineering ethics
W2088209891,Networks of Scientific Papers,1965,3078,Derek J. de Solla Price,A5035488324,Data science; Computer science
W4302853952,Regression Analysis of Count Data,1998,3074,A. Colin Cameron; Pravin K. Trivedi,A5111971842; A5050322239,Biostatistics; Count data; Data science
W4243041937,Analyzing Linguistic Data,2008,3069,R. Harald Baayen,A5087366961,Variety (cybernetics); Computer science; Construct (python library)
W2043681863,Applied Survival Analysis: Regression Modeling of Time-to-Event Data,2008,3066,David W. Hosmer; Stanley Lemeshow; Susanne May,A5109437770; A5109125505; A5065342208,Covariate; Computer science; Event (particle physics)
W1515932031,Transaction Processing: Concepts and Techniques,1992,3056,Jim Gray; Andreas Reuter,A5106823925; A5001698068,Transaction processing system; Computer science; Distributed transaction
W1757990252,ZINC 15 – Ligand Discovery for Everyone,2015,3056,Teague Sterling; John J. Irwin,A5027883489; A5054045417,Cheminformatics; Drug discovery; Computer science
